"index","word","meaning","meaning2","note","category"
"668","한국어는 어려워요. 그래도 재미있어요.","Korean is difficult. But still, it is interesting.","","","dif3 irregular polite"
"669","그래도 축구를 했어요.","But still, we played soccer.","","""<span style="""" font-style: normal; font-weight: normal;"""">축구 - soccer</span>""","dif3 polite"
"670","노래방에 가야 돼요. 그래도 노래 안 할 거예요.","I have to go to a karaoke bar. However, I'm not going to sing.","","""<span style="""" font-style: normal; font-weight: normal;"""">노래방 - karaoke</span>""","dif3 polite"
"671","이 길로 쭉 가세요.","Please go straight up this road.","","","dif3 honorific"
"672","의사가 되세요.","Please become a doctor.","","""<span style="""" font-style: normal; font-weight: normal;"""">의사 - doctor, 되다 - to become</span>""","dif3 honorific"
"673","할아버지, 건강하세요. 오래오래 사세요.","Grandpa, please be healthy. Live a long, long time.","","""<span style="""" font-style: normal; font-weight: normal;"""">건강 - health</span>""","dif3 honorific"
"674","여러분, 조용히 하세요!","Everyone, please be quiet!","","조용하다 - to be quiet","dif3 honorific"
"675","조용한 사람","a quiet person","","In order to turn a descriptive verb (조용하다 - to be quiet) into its adjective form, you add ㄴ or 은 to the verb stem.","dif3 phrase"
"676","비싼&nbsp;컴퓨터","an expensive computer","","If you want to use an adjective in front of a noun, you have to turn the descriptive verb into its adjective form.","dif3 phrase"
"677","하얀 종이","white paper","","하얗다 - to be white, 종이 - paper","dif3 phrase"
"678","좋은 아이디어예요.","It’s a good idea.","","""<span style="""" font-style: normal; font-weight: normal;"""">아이디어 - idea</span>""","dif3 polite"
"679","더 작은 가방 있어요?","Do you have a smaller bag?","","","dif3 polite"
"680","시원한 커피 마시고 싶어요.","I want to drink some cold coffee.","","시원하다 - to be cool","dif3 polite"
"681","현우 씨는 나쁜 사람이에요.","Hyeonwoo is a bad person.","","나쁘다 - to be bad","dif3 polite"
"682","한 달 후에 아기가 태어나요.","My baby will be born in one month.","","""<span style="""" font-style: normal; font-weight: normal;"""">후에 - after, later, 아기 - baby</span>""","dif3 polite"
"683","대학교 졸업 후에 취직을 했어요.","I got a job after college graduation.","","""<span style="""" font-style: normal; font-weight: normal;"""">졸업 - graduation, 취직하다 - to get a job</span>""","dif3 polite"
"684","1년 후에 가요.","I'm going in a year.","I'm going a year later.","","dif3 polite"
"685","1시간 후에 오세요.","Please come one hour later.","","""<span style="""" font-style: normal; font-weight: normal;"""">시간 - hour</span>""","dif3 honorific"
"686","밥을 먹으면서 TV를 봅니다.","I eat while watching TV.","","""""""-<span style="""" font-style: normal; font-weight: normal;"""">면서"""" is used when two actions take place simultaneously. The person doing those actions must be the same.</span>""","dif3 formal"
"687","우리 언니는 피아노를 치면서 노래를 해요.","My older sister sings while she plays the piano.","","""<span style="""" font-style: normal; font-weight: normal;"""">피아노를 치다 - to play the piano</span>""","dif3 polite"
"688","운전하면서 전화하지 마세요. 위험해요.","Don't use the phone while driving. It's dangerous.","","운전하다 - to drive","dif3 polite"
"689","네, 그래서 음악을 들으면서 공부를 해요.","Yes, that's why I listen to music while I study.","","","dif3 irregular polite"
"690","어제 많이 바빴어요?","Were you very busy yesterday?","","","dif3 polite"
"691","네, 그래서 샌드위치를 먹으면서 일했어요.","Yes, that's why I ate a sandwich while working.","","","dif3 polite"
"692","학교에 다니면서 아르바이트를 해요.","I attend school and also have a part-time job.","","""다니다 - to attend,&nbsp;<span style="""" font-style: normal; font-weight: normal;"""">아르바이트 - part-time job</span>""","dif3 polite"
"693","그러면 이거는 뭐예요?","Then, what is this?","","""<span style="""" font-style: normal; font-weight: normal;"""">그러면 = 그렇다 + 면. It means """"in that case"""" or """"if it is so"""".</span>""","dif3 polite"
"694","지금 바빠요? 그럼 언제 안 바빠요?","You’re busy now? Then when are you not busy?","","""""""<span style="""" font-style: normal; font-weight: normal;"""">그럼"""" is a shortened version of """"그러면""""</span>""","dif3 polite"
"695","한국 음식 좋아해요? 그러면 김밥도 좋아해요?","Do you like Korean food? Then do you like kimbap too?","","","dif3 polite"
"696","진짜요? 그럼 이제 어떻게 해요?","Really? If so, what do we do now?","","""""""<span style="""" font-style: normal; font-weight: normal;"""">어떻게 해요?"""" more literally means """"How should we deal with this situation?"""" but in English it's usually translated as """"What should we do?"""" or similar. You cannot use """"뭐 해요"""" in this situation, you have to use """"어떻게"""".</span>""","dif3 polite"
"697","그럼 이거는 어때요?","Then how about this one?","","","dif3 polite"
"698","큰 집","a big house","","","dif3 phrase"
"699","짠 음식","salty food","","짜다 - to be salty","dif3 phrase"
"700","싼 옷을 샀어요.","I bought some inexpensive clothes.","","","dif3 polite"
"701","학교 뒤에 높은 산이 있어요.","There is a tall mountain behind the school.","","높다 - to be high","dif3 polite"
"702","쉬운 책을 빌릴 거예요.","I'm going to borrow an easy book.","","빌리다 - to borrow","dif3 irregular polite"
"703","긴 치마를 주세요.","Give me a long skirt, please.","","If the adjective stem ends in ㄹ, it is omitted and ㄴ is added.","dif3 honorific"
"704","맛있는 음식을 먹었어요.","I ate some delicious food.","","In this case, '는' is added instead of 'ㄴ'","dif3 polite"
"705","먹고 싶은 음식이 뭐예요?","Which dish would you like to eat?","","","dif3 polite"
"706","불고기 사 인분 주세요.","Let me have 4 portions of bulgogi, please.","","""<span style="""" font-style: normal; font-weight: normal;"""">인분 - portion</span>""","dif3 honorific"
"707","저는 한국 음식을 다 좋아하지만 불고기를 제일 좋아해요.","I like all Korean food, but I like bulgogi the best.","","""<span style="""" font-style: normal; font-weight: normal;"""">제일 - the most</span>""","dif3 polite"
"708","나중에 불고기를 만들어서 가족하고 같이 먹고 싶어요.","I want to make some bulgogi and eat it with my family later.","","""<span style="""" font-style: normal; font-weight: normal;"""">나중에 - later,&nbsp;</span><span style="""" font-style: normal; font-weight: normal;"""">가족 - family</span>""","dif3 polite"
"709","시작해요.","Let's start.","","""There are several ways of saying """"Let's"""" in Korean but this is the most basic one. It's the same as the simple present tense.""","dif3 polite"
"710","시작하자.","Let’s start.","","""This ending is used in the plain speech style, and it means """"let's do something"""".""","dif3 plain"
"711","저도 서점에 갈 거예요. 같이 가요!","I’m going to the bookstore, too. Let’s go together!","","""<span style="""" font-style: normal; font-weight: normal;"""">서점 - bookstore</span>""","dif3 polite"
"712","배 안 고파요? 우리 햄버거 먹어요.","Aren’t you hungry? Let’s eat hamburgers.","","""<span style="""" font-style: normal; font-weight: normal;"""">우리 - we</span>""","dif3 polite"
"713","지금 두 시예요. 세 시에 여기에서 만나요.","It’s two o’clock now. Let’s meet here at three o’clock.","","","dif3 polite"
"714","저 금요일까지 바빠요. 토요일에 시작해요. 어때요?","I’ll be busy until Friday. Let’s start on Saturday. What do you think?","","","dif3 polite"
"715","다른 데","a different place","","다르다 - to be different, 데 - place","dif3 phrase"
"716","선생님, 남산도서관 전화번호가 몇 번이에요?","Teacher, what is the phone number for Namsan Library?","","""<span style="""" font-style: normal; font-weight: normal;"""">도서관 - library,&nbsp;</span><span style="""" font-style: normal; font-weight: normal;"""">전화번호 - phone number</span>""","dif3 polite"
"717","한식을 먹읍시다.","Let's eat Korean food.","","""Even though this is the formal style, you can't say it to someone older than you. Instead, you can say """"같이 -세요.""""""","dif3 formal"
"718","버스를 타지 마요. 지하철을 탑시다.","Let's not take the bus. Let's take the subway.","","","dif3 formal"
"719","영화를 보지 맙시다.","Let's not watch the movie.","","","dif3 formal"
"720","컴퓨터를 많이 하면 눈이 아파요.","If you spend too much time on the computer, you'll hurt your eyes.","","","dif3 polite"
"721","나는 기분이 좋으면 춤을 춰요.","I dance when I'm in a good mood.","","""The '<span style="""""""">면' construction can be translated as 'when' to English if it's about a repetitive action. Sometimes also to """"after"""", for example: 졸업하면 뭐 할 거예요? (What are your plans after graduation?)</span>""","dif3 polite"
"722","돈을 많이 벌면 집을 살 거예요.","If I make a lot of money, I'm going to buy a house.","","","dif3 polite"
"723","어제 4시간 동안 공부했어요.","Yesterday, I studied for four hours.","","""""""<span style="""" font-style: normal; font-weight: normal;"""">동안"""" expresses a length of time</span>""","dif3 polite"
"724","곰은 겨울 동안에 겨울잠을 자요.","Bears hibernate during winter.","","""<span style="""" font-style: normal; font-weight: normal;"""">곰 - bear</span>""","dif3 polite"
"725","다리가 아파서 걷기가 힘들어요.","My legs hurt, so walking is difficult.","","""<span style="""" font-style: normal; font-weight: normal;"""">다리 - legs, 걷다 - to walk</span>""","dif3 polite"
"726","미누 씨는 한국 사람이고 댄 씨는 영국 사람입니다.","Minu is Korean, and Dane is British.","","","dif3 formal"
"727","어제 파티에서 티루엔 씨가 노래도 부르고 춤도 췄어요.","At yesterday's party, Tiluen sang songs and danced.","","When combining several facts about the same subject, particle '도' is often used.","dif3 polite"
"728","울어도","even if you cry","""e<span style="""" font-style: normal; font-weight: normal;"""">ven though you cry</span>""","울다 - to cry. The '-도' ending comes from '그래도' and has a similar meaning.","dif3 phrase"
