"index","word","meaning","hanzi","category"
"1973","녹음하다","to record (sound etc.)","錄音",""
"1974","괜히","in vain, pointlessly, for nothing","",""
"1975","문제점","problem, drawback, the point in question","問題點",""
"1976","달려가다","to run, dash, rush","",""
"1977","목표","target, goal","目標",""
"1978","믿음","belief, trust","",""
"1979","농사","farming","農事",""
"1980","담다","to put into","",""
"1981","미소","smile","微笑",""
"1982","얼른","promptly, right away, quickly","",""
"1983","강조하다","to stress, emphasize","强調",""
"1984","모래","sand","",""
"1985","주요","major, main, primary","主要",""
"1986","먹이다","to feed, let someone eat","",""
"1987","세계적","global, worldwide","世界的",""
"1988","유럽","Europe",""," eng "
"1989","각","each, every;<div>angle</div>","各,&nbsp;角",""
"1990","선선하다","to be cool, refreshing",""," double "
"1991","금연","smoking prohibited, no smoking","禁煙",""
"1992","마음대로","as one pleases, at one's convenience","",""
"1993","속상하다","to be upset, distressed;<div>to be upsetting, distressing</div>","-傷-",""
"1994","예전","the old days; before","",""
"1995","추억","recollection, remembrance","追憶",""
"1996","수많다","to be numerous, a lot of","數-",""
"1997","젊은이","the youth, young person","",""
"1998","공기","air","空氣",""
"1999","늘리다","to increase, add;<div>to extend</div>","",""
"2000","학습","studying, learning","學習",""
"2001","어쨌든","anyway, in any case","",""
"2002","사물","objects, things, matters","事物",""
"2003","보여주다","to show, display","",""
"2004","가짜","imitation, fake","假-",""
"2005","고추","chili pepper",""," food "
"2006","발생하다","to occur, arise, happen","發生",""
"2007","밤색","brown,&nbsp;chestnut",""," color "
"2008","예술가","artist","藝術家",""
"2009","드레스","dress",""," eng "
"2010","취하다","to get drunk, be drunk;<div>to choose, pick, take</div>","醉,&nbsp;取",""
"2011","빛","light, ray, glow","",""
"2012","태양","sun","太陽",""
"2013","차리다","to set, prepare;<div>to pull oneself together</div>","",""
"2014","일단","<div>once [something has happened];</div><div>first (of several actions);</div><div>for now</div>","一旦",""
"2015","집들이","housewarming party","",""
"2016","숙소","lodging, accomodations","宿所",""
"2017","끊어지다","to break down, break off, snap, run out","",""
"2018","경기장","sports stadium","競技場",""
"2019","원숭이","monkey","",""
"2020","창피하다","to be ashamed, embarrassed","猖披",""
"2021","누구나","anyone","",""
"2022","적당히","suitably, appropriately, moderately","適當",""
"2023","적어도","at least","",""
"2024","고백하다","to confess, admit","告白",""
"2025","형님","a man's older brother (hon.)","兄-",""
"2026","일반적","general, usual","一般的",""
"2027","떨리다","to tremble, shake, shiver","",""
"2028","판매","sale","販賣",""
"2029","베트남","Vietnam",""," eng "
"2030","문자","letters, alphabet;<div>text message</div>","文章",""
"2031","다가오다","to approach, come near","",""
"2032","전국","the whole country","全國",""
"2033","숲","forest","",""
"2034","양치질하다","to brush teeth","養齒-",""
"2035","그리","so, very;<div>there, that way</div>","",""
"2036","양파","onion","洋-"," food "
"2037","위층","upstairs","",""
"2038","판단하다","to judge, decide, make a judgement","判斷",""
"2039","바보","fool, stupid person","",""
"2040","태극기","national flag of Korea","太極旗",""
"2041","쌓이다","to pile up, be stacked up","",""
"2042","소문","rumor, gossip","所聞",""
"2043","어려움","difficulty, hardship","",""
"2044","전자의","electronic","電子",""
"2045","넘어가다","to cross, go over;<div>to fall into, go down</div>","",""
"2046","문법","grammar","文法",""
"2047","몰래","secretly","",""
"2048","무시하다","to ignore, disregard","無視",""
"2049","프로","professional",""," eng "
"2050","법","law","法",""
"2051","가죽","leather","",""
"2052","인정하다","to admit","認定",""
"2053","한쪽","one side, one way","",""
"2054","우동","thick white noodles","udon[饂飩]"," food "
"2055","달려오다","to come running","",""
"2056","신경","nerves","神經",""
"2057","때때로","occasionally","",""
"2058","계산기","calculator","計算器/計算機",""
"2059","따다","to pick, pluck;<div>to obtain</div>","",""
"2060","박사","doctor, expert","博士",""
"2061","꽃다발","bouquet","",""
"2062","어색하다","to feel awkward, be at a loss for words","語塞",""
"2063","마음속","one's mind, one's heart","",""
"2064","기초","foundation, basis, base","基礎",""
"2065","햇살","sunlight, sunshine","",""
"2066","주장하다","to assert, contend, insist","主張",""
"2067","펜","pen",""," eng "
"2068","어차피","anyway, in any case","於此彼",""
"2069","무서워하다","to fear, be afraid","",""
"2070","무역","trade, commerce","貿易",""
"2071","물속","inside water","",""
"2072","연두색","light green","軟豆色"," color "
"2073","놓이다","to be put;<div>to feel relieved</div>","",""
"2074","편히","conveniently, comfortably","便-",""
"2075","너머","beyond, the other side","",""
"2076","기록하다","to record, write down;<div>to register</div>","記錄",""
"2077","고객","customer, client","",""
"2078","농업","agriculture","農業",""
"2079","윷놀이","yut (Korean game)","",""
"2080","상관없다","to not matter, not care;<div>to have nothing to do with</div>","相關-",""
"2081","이리","wolf;<div>here, this way</div>","",""
"2082","점","dot, point;<div>viewpoint;</div><div>fortune-telling</div>","點,&nbsp;占",""
"2083","씩씩하다","to be brave, manly",""," double "
"2084","각자","each one, each","各自",""
"2085","말레이시아","Malaysia",""," eng "
"2086","개인적","personal, individual","個人的",""
"2087","나빠지다","to grow worse","",""
"2088","인상","impression;<div>features, appearance;</div><div>increase</div>","印象,&nbsp;人相,&nbsp;引上",""
"2089","지붕","roof","",""
"2090","개발하다","to develop, improve","開發",""
"2091","추위","cold weather","",""
"2092","고통","pain, suffering","苦痛",""
"2093","병들다","to become sick","病-",""
"2094","과학자","scientist","科學者",""
"2095","꿀","honey",""," food "
"2096","예절","manners, etiquette","禮節",""
"2097","이루어지다","to come true;<div>to be formed, consist (of)</div>","",""
"2098","최선","the best","最善",""
"2099","왠지","somehow, for some reason","",""
"2100","후회하다","to regret","後悔",""
"2101","몸무게","weight","",""
"2102","통일","unity, unification","統一",""
"2103","끄덕이다","to nod","",""
"2104","일정","schedule","日程",""
"2105","에너지","energy",""," eng "
"2106","구체적","concrete, definite, specific","具體的",""
"2107","견디다","to bear, endure, tolerate","",""
"2108","관리","administration, management;<div>government official</div>","管理,&nbsp;官吏",""
"2109","그만큼","that much, to that extent","",""
"2110","포함하다","to include, contain","包含",""
"2111","새끼","young animal;<div>fellow</div>","",""
"2112","철","iron, steel;<div>season;</div><div>discretion, [good] sense</div>","鐵",""
"2113","받아쓰다","to take dictation, write down","",""
"2114","확실히","certainly, for sure","確實",""
"2115","오징어","squid, cuttlefish",""," food "
"2116","종교","religion","宗敎",""
"2117","묶다","to tie, bind","",""
"2118","촬영","shooting, filming","撮影",""
"2119","마침내","finally, eventually, at last","",""
"2120","향하다","to face, look out at;<div>to proceed to, lean towards</div>","向",""
"2121","만남","meeting","",""
"2122","공동","joint, group, collaboration","共同",""
"2123","가득하다","to be filled (with)","",""
"2124","소비자","consumer","消費者",""
"2125","와이셔츠","dress shirt",""," eng "
"2126","이익","profit, gain, advantage","利益",""
"2127","신나다","to be excited","",""
"2128","상황","situation, state of things","狀況",""
"2129","흙","earth, soil, dirt","",""
"2130","참석하다","to attend, be present","參席",""
"2131","밤새도록","all night long","",""
"2132","탁자","tea table","卓子",""
"2133","싸움하다","to fight, quarrel","",""
"2134","역사적","historical","歷史的",""
"2135","밥솥","rice cooker","",""
"2136","충격","shock","衝擊",""
"2137","쏟다","to spill, pour","",""
"2138","상대방","the other party, the opposing team, adversary","相對方",""
"2139","겨우","barely","",""
"2140","복사하다","to reproduce, copy","複寫",""
"2141","가스","gas",""," eng "
"2142","조상","ancestor, forefather","祖上",""
"2143","꾸미다","to decorate, make up;<div>to invent, prepare</div>","",""
"2144","미술","art","美術",""
"2145","쥐","rat;<div>mouse</div>","",""
"2146","적극적","positive, active","積極的",""
"2147","날아가다","to fly away","",""
"2148","수표","check","手票",""
"2149","흔히","commonly, frequently, generally","",""
"2150","저축하다","to save up, deposit","貯蓄",""
"2151","낮잠","nap","",""
"2152","교포","ethnic Korean living abroad","僑胞",""
"2153","담기다","to be put in, be included","",""
"2154","근무","service, work, duty","勤務",""
"2155","코피","nosebleed","",""
"2156","건축","architecture, construction","建築",""
"2157","멀어지다","to grow apart, drift apart","",""
"2158","주인공","protagonist, main character","主人公",""
"2159","곁","side, beside","",""
"2160","발달하다","to develop","發達",""
"2161","패션","fashion, style",""," eng "
"2162","평화","peace","平和",""
"2163","조심스럽다","to be careful, cautious","",""
"2164","토론","discussion, debate","討論",""
"2165","너무나","too much","",""
"2166","존댓말","polite/formal language (speech)","尊待-",""
"2167","가리다","to cover, hide, shield;<div>to distinguish, differentiate</div>","",""
"2168","최초","the very first","最初",""
"2169","그녀","she","",""
"2170","고려하다","to consider, take into account","考慮",""
"2171","어둠","darkness","",""
"2172","양","quantity, amount;<div>sheep, lamb</div>","量,&nbsp;羊",""
"2173","흔들리다","to shake, sway, quake","",""
"2174","야외","outside, open air","野外",""
"2175","마늘","garlic",""," food "
"2176","사회적","social","社會的",""
"2177","쥐다","to grip, clench, grasp","",""
"2178","관객","audience, spectator","觀客",""
"2179","스카프","scarf",""," eng "
"2180","평범하다","to be ordinary, common","平凡",""
"2181","마치","as though, as if","",""
"2182","애완동물","pet","愛玩動物",""
"2183","다가가다","to approach, go near","",""
"2184","업무","business, duty","業務",""
"2185","한숨","sigh;<div>rest, pause</div>","",""
"2186","적","enemy, opponent, rival","敵",""
"2187","맡기다","to leave something with someone,<div>to entrust, deposit</div>","",""
"2188","외삼촌","maternal uncle","外三寸",""
"2189","살짝","slightly, gently;<div>in secret, by stealth</div>","",""
"2190","상하다","to go bad, spoil;<div>to be hurt</div>","傷",""
"2191","사이다","lemon-lime soda",""," food "
"2192","배경","background","背景",""
"2193","벌어지다","to get wider;<div>to happen, break out</div>","",""
"2194","전체적","overall, general","全體的",""
"2195","스케줄","schedule",""," eng "
"2196","이성","reason, rationality;<div>the opposite sex</div>","理性,&nbsp;異性",""
"2197","없애다","to remove, get rid of;<div>to waste</div>","",""
"2198","무용","dance","舞踊",""
"2199","몇몇","some, several",""," double "
"2200","양보하다","to yield, give, concede","讓步",""
"2201","온","all, entire, whole","",""
