"index","word","meaning"
"1185","Si memorizara este poema sacaría una mejor nota en inglés.","If I memorized this poem I would get a better grade in English."
"1186","dividir","to divide, to split, to separate from"
"1187","Los excursionistas se dividieron en dos grupos antes de partir.","The excursionists divided themselves into two groups before leaving."
"1188","Los dueños han dividido la compañía en cuatro partes.","The owners have divided the company into four parts."
"1189","Dividirán la herencia ente los hijos.","They will divide the inheritance between the children."
"1190","Hemos dividido el equipo entre los técnicos.","We have divided the equipment among the technicians."
"1191","votar","to vote"
"1192","Yo voto porque mi voto cuenta.","I vote because my vote counts."
"1193","Votemos en todas las elecciones.","Let's vote in all elections."
"1194","Si votamos escogemos a los candidatos que defienden nuestros principios.","If we vote we get to choose the candidates that defend our principles."
"1195","Es mejor votar que no votar.","It is better to vote than not to vote."
"1196","frenar","to brake, to restrain, to hold back"
"1197","Chila frenó el caballo justo a tiempo.","Shirley restrained the horse just in time."
"1198","Mientras lo frenaba ella se cayó.","While she was restraining the horse she fell down."
"1199","El conductor había frenado pero el tren siguió moviéndose.","The conductor had applied the brakes but the train kept on moving."
"1200","comer","to eat"
"1201","El enfermo estaba comiendo muy despacio.","The sick man was eating very slowly."
"1202","Cuando era niña comía muchas frutas frescas.","When I was a little girl I used to eat lots of fresh fruits."
"1203","Hay que comer sentado.","One has to eat sitting down."
"1204","No coman tarde.","Don't eat late!"
"1205","recomendar","to recommend"
"1206","¿Qué me recomiendas que haga?","What do you recommend me to do?"
"1207","El doctor le ha recomendado reposo.","The doctor has recommended rest."
"1208","Yo le recomendaría a ella que hiciera más ejercicios.","I would recommend her to exercise more."
"1209","Recomendaría esa película pero tiene mucha violencia.","I would recommend that movie but it is very violent."
"1210","ofender","to offend, to insult, to give (take) offense, to"
"1211","Melisa nunca ofendería a Jennifer.","Melissa would never offend Jennifer."
"1212","Tus palabras ofenden tanto como tus actos.","Your words offend as much as your actions."
"1213","¡No me ofenden tus insultos!","Your insults don't offend me!"
"1214","Se ofendía por nada.","She used to take offense for no reason."
"1215","acabar","to complete, to end, to finish"
"1216","Los bomberos acaban de extinguir el fuego.","The firefighters just finished extinguishing the fire."
"1217","Cuando acabe de usar la computadora te la devuelvo.","When I finish using the computer I will return it to you."
"1218","¿Has acabado de leer el libro?","Have you finished reading the book?"
"1219","Se acabó la fiesta.","The party is finished."
"1220","¡Ya se acabó!","That's it! It's all over!"
"1221","despedir","to throw, to dismiss, to fire"
"1222","El volcán despedía lava y humo.","The volcano was spitting lava and smoke."
"1223","El nuevo gerente ha despedido a muchos empleados.","The new manager has fired many employees."
"1224","El tractor había despedido tuercas y tornillos.","The tractor had thrown nuts and bolts."
"1225","Niños, despídanse de los abuelitos.","Boys, say goodbye to grandpa and grandma."
"1226","Ya nos vamos.","We're leaving now."
"1227","La pareja se despedía amorosamente en el puerto.","The couple was saying goodbye to each other lovingly."
"1228","evitar","to avoid"
"1229","Ángela evitó el contagio lavándose las manos.","Angela avoided catching the disease by washing her hands."
"1230","Ella habría evitado el peligro no corriendo de noche.","She would have avoided danger by not running at night."
"1231","Mi mamá evitaba conducir en las autopistas.","My mother avoided driving on the highways."
"1232","hallar","to find, to discover"
"1233","¿María hallaste la tela para el vestido?","Maria did you find the fabric for the dress?"
"1234","Aunque haya hallado la tela nadie puede hacerme el vestido ahora.","Even if I found the fabric nobody can make the dress for me now."
"1235","Si hallásemos las pinturas robadas nos haríamos famosos.","If we were to find the stolen paintings we would become famous."
"1236","Hallarse en el pellejo de otro.","To be in somebody else's shoes."
"1237","tentar","to touch, to feel, to tempt, to incite"
"1238","No me tientes con ese helado porque estoy a dieta.","Don't tempt me with that ice cream because I am on a diet."
"1239","Cuando hayas tentado esa tela te darás cuenta de lo suave que es.","Once you have felt that fabric you will realize how soft it is."
"1240","El doctor tentó al niño para ver si tenía fiebre.","The doctor touched the boy to see if he had a fever."
"1241","Estaban tentando al novato con un buen contrato.","They were enticing the rookie with a good contract."
"1242","casarse","to get married"
"1243","Juan se casó con Miranda.","John married Miranda."
"1244","Te recomiendo que te cases pronto.","I recommend that you get married soon!"
"1245","¡Casémonos mi amor!","Let's get married my love!"
"1246","El cura casó a la pareja en su casa.","The priest married the couple in their house."
"1247","El juez de paz ha casado a las tres hermanas.","The justice of the peace has married the three sisters."
"1248","¡Antes que te cases mira lo que haces!","Before you get married look at what you are doing."
"1249","mezclar","to mix"
"1250","El cocinero está mezclando todos los ingredientes.","The cook is mixing all the ingredients."
"1251","El viento mezcló todos los papeles.","The wind mixed up all the papers."
"1252","Los padres han mezclado los diferentes caramelos en la piñata.","The parents have mixed the different candies into the piñata."
"1253","Si la decoradora mezclara los colores la sala se vería mejor.","If the decorator were to mix the colors the living room would look much better."
"1254","publicar","to publish"
"1255","Ya publiqué los poemas que escribí cuando niño.","I already published the poems I wrote when I was a little boy."
"1256","Publicaremos esa noticia cuando esté confirmada.","We will publish that news when it is confirmed."
"1257","El periódico ha publicado los ganadores del viaje a Canaima.","The newspaper has published the winners of the trip to Canaima."
"1258","¿Publicaste la revista?","Did you publish the magazine?"
"1259","montar","to mount, to ride"
"1260","Los estudiantes montaron el equipo estereofónico en la cafetería.","The students mounted the stereo equipment in the cafeteria."
"1261","Lidia monta a la inglesa.","Lydia rides the horse English style."
"1262","El jinete montó el caballo con elegancia.","The rider mounted the horse with elegance."
"1263","Rolando se montó en el tren de las ocho.","Roland rode on the eight o'clock train."
"1264","Aída no se montará en ese avión tan pequeño.","Aida will not ride in such a small airplane."
"1265","coger","to catch, to seize, to take"
"1266","El pelotero cogió la pelota con su guante de béisbol.","The baseball player caught the ball with his glove."
"1267","Los adolescentes han cogido el afiche de su cantante favorito.","The teenagers have taken the poster of their favorite singer."
"1268","La policía cogerá al ladrón cuando salga del edificio.","The police will seize the thief when he leaves the building."
"1269","¡No cojas lo que no es tuyo!","Don't take what is not yours!"
"1270","necesitar","to need"
"1271","Nancy está necesitando los sobres.","Nancy is needing the envelopes."
"1272","Ella los necesitaba para enviar las invitaciones.","She was needing them to send the invitations."
"1273","Si necesitan algo por favor díganmelo.","If you need anything please let me know."
"1274","Ojalá que no necesiten los pasaportes.","I hope they don't need the passports."
"1275","obtener","to obtain, to get"
"1276","Si obtengo la licencia hoy podré conducir mi auto.","If I get my drivers license today I will be able to drive my car."
"1277","Los buenos estudiantes han obtenido las mejores calificaciones.","The good students have gotten the best grades."
"1278","¿Si obtuvieras el préstamo comprarías la franquicia?","If you were to get the loan would you buy the franchise?"
